,SQLite,MySQL,Cassandra,Oracle,MongoDB,PostgreSQL,Redis,SQL Server
15118,0,0,1,0,1,1,0,0
15119,1,1,0,0,1,0,1,0
15120,0,0,0,0,1,1,0,1
15126,0,1,0,0,1,0,0,0
15127,1,0,0,0,0,1,0,1
15128,0,1,0,0,0,0,0,1
15131,0,0,0,0,0,1,1,1
15134,0,0,1,0,0,0,1,0
15135,0,0,0,0,1,1,0,0
15140,1,0,0,1,0,0,0,0
15141,0,0,0,1,0,0,0,1
15143,0,1,0,0,1,0,1,0
15145,0,1,0,1,0,0,0,0
15146,0,0,0,0,0,0,0,1
15148,0,0,0,1,1,0,0,0
15149,1,1,0,0,1,0,0,0
15152,0,0,0,0,1,0,0,0
15156,0,0,0,0,1,0,0,0
15159,1,1,1,0,1,0,1,0
15160,0,1,0,0,1,1,1,0
15161,0,0,0,0,1,0,0,0
15163,1,1,0,0,1,0,0,0
15164,0,1,0,0,0,0,1,0
15165,0,1,0,0,1,0,0,0
15169,1,1,0,0,0,0,0,0
15172,1,0,0,0,0,0,0,0
15173,0,0,1,0,0,1,0,0
15176,0,0,0,0,1,0,0,0
15177,0,1,1,0,1,0,1,0
15179,0,0,0,0,1,0,0,0
15180,0,0,0,0,0,1,0,0
15185,0,0,1,0,1,0,0,0
15190,0,0,0,0,0,1,0,0
15191,1,1,0,0,0,0,0,0
15193,0,0,0,0,1,0,1,0
15194,0,0,0,0,0,1,0,0
15196,0,0,0,0,0,1,0,0
15197,0,1,0,1,0,0,0,0
15199,0,0,0,0,0,1,0,0
15200,0,0,0,0,1,0,1,0
15203,0,0,1,0,0,0,0,0
15207,0,0,0,1,1,0,0,1
15211,0,0,0,0,1,0,0,1
15214,0,1,0,0,0,1,0,1
15215,0,0,0,0,0,0,0,1
15217,0,0,0,1,0,0,0,0
15219,0,0,0,0,1,0,0,0
15220,0,0,1,0,0,1,0,0
15221,1,1,0,0,0,0,0,0
15225,0,1,0,0,0,0,0,0
15227,0,1,0,0,0,0,0,0
15229,1,1,0,0,1,0,0,1
15230,0,1,0,0,0,0,0,0
15232,0,1,0,0,1,0,0,0
15235,1,0,0,0,0,0,0,0
15241,0,0,0,0,0,0,0,1
15243,1,1,0,1,1,1,0,1
15244,0,1,0,0,0,1,0,0
15246,0,0,1,0,0,1,1,0
15250,0,0,1,0,1,0,0,0
15254,0,0,0,1,0,0,0,1
15255,1,0,0,0,0,1,0,0
15256,0,1,0,0,0,0,0,0
15257,1,1,0,0,0,0,0,0
15258,0,0,0,0,1,0,1,0
15262,1,1,0,0,1,0,0,0
15263,0,1,0,1,0,0,0,1
15270,0,0,0,0,1,0,0,0
15271,0,0,0,0,0,0,0,1
15276,0,0,0,0,0,0,0,1
15277,0,0,0,1,1,1,0,0
15281,0,0,0,0,0,0,1,0
15282,0,1,0,0,0,0,0,0
15283,0,0,0,0,0,0,0,1
15284,0,1,0,1,0,1,0,0
15285,0,0,0,0,0,0,0,1
15286,0,1,0,0,0,1,1,0
15287,0,0,0,0,0,0,0,1
15288,1,0,0,0,0,0,0,0
15290,0,1,0,0,0,1,0,0
15292,0,1,0,0,0,0,0,0
15293,0,1,1,0,1,1,0,0
15294,1,1,0,0,0,1,0,0
15295,0,0,0,1,0,0,0,0
15300,0,0,1,0,0,0,0,0
15301,0,1,0,0,1,0,0,0
15302,0,0,0,0,0,0,1,1
15304,0,0,1,0,1,0,0,0
15306,0,0,0,0,0,1,0,0
15307,0,1,0,0,1,1,1,0
15308,0,1,0,0,0,0,1,1
15309,0,0,0,0,0,0,0,1
15313,1,0,0,0,0,0,0,1
15314,0,0,0,0,0,1,0,0
15315,0,1,0,0,0,0,0,0
15316,0,1,0,0,0,1,0,1
15318,0,0,0,0,0,0,0,1
15319,1,0,1,0,1,1,1,0
15320,1,1,0,0,1,1,0,0
15321,1,1,0,0,0,0,0,1
15325,0,0,1,0,0,1,1,0
15330,0,0,0,1,1,1,0,0
15331,0,0,0,0,0,1,0,0
15333,1,0,0,0,0,0,0,1
15334,0,0,1,0,1,0,1,0
15335,0,1,0,1,1,0,0,1
15337,0,0,0,0,1,1,0,0
15340,0,1,0,0,0,0,0,0
15343,0,0,0,0,1,0,0,0
15344,0,0,1,0,0,1,0,0
15346,0,1,0,0,0,0,0,0
15347,1,0,0,0,0,0,0,1
15348,0,1,0,0,1,0,0,0
15349,1,0,0,1,0,0,0,1
15353,1,0,0,0,0,1,1,0
15356,0,1,0,0,0,0,1,0
15357,0,0,0,1,0,0,0,0
15358,0,0,0,0,0,1,0,0
15364,0,0,0,0,0,0,0,1
15365,1,0,0,0,1,1,0,0
15366,1,1,0,0,0,1,0,0
15367,0,0,0,0,0,1,0,0
15368,1,1,0,1,0,0,0,0
15369,1,0,1,0,0,0,0,0
15370,0,0,1,0,1,1,1,0
15371,1,0,0,0,0,0,0,1
15375,1,1,0,0,0,0,0,0
15377,0,0,0,0,1,0,0,0
15380,0,1,0,0,0,1,1,0
15381,1,0,0,0,0,0,1,0
15382,0,0,0,0,0,0,0,1
15384,0,0,0,0,1,0,0,0
15385,0,0,0,0,1,1,0,0
15387,0,1,0,0,0,0,1,0
15389,0,1,0,0,0,1,0,0
15391,1,1,0,0,1,1,1,1
15392,0,0,1,0,1,1,1,0
15396,0,1,0,0,1,0,1,1
15397,0,0,0,0,0,1,0,0
15399,0,0,0,0,1,0,1,0
15403,0,0,0,0,0,0,0,1
15404,0,0,0,1,0,0,0,0
15405,0,1,0,0,1,1,1,0
15407,0,0,0,0,1,0,0,0
15408,0,1,0,0,1,0,0,0
15410,0,1,0,0,0,0,0,0
15411,0,0,0,1,0,0,0,1
15412,0,0,0,0,0,1,0,0
15413,1,0,0,0,1,1,1,0
15415,0,0,1,0,0,0,0,1
15417,0,1,0,1,0,0,0,0
15419,0,0,1,0,0,1,1,0
15421,0,1,0,1,1,0,0,0
15423,0,0,0,0,0,1,0,0
15424,0,1,0,0,0,1,0,0
15425,0,1,0,0,0,1,0,0
15426,1,0,0,0,0,0,0,0
15427,0,0,0,1,0,1,0,0
15428,0,0,0,0,0,0,0,1
15430,0,1,0,0,0,0,1,1
15435,0,1,0,0,1,1,1,0
15436,0,1,0,0,0,0,0,0
15438,0,0,0,0,0,0,1,0
15440,1,1,1,1,1,1,1,1
15441,0,0,0,0,1,0,0,0
15442,0,1,0,0,0,1,0,0
15443,0,0,0,0,1,0,0,1
15444,0,1,1,0,0,0,1,0
15447,0,0,1,1,0,0,1,0
15451,0,0,0,0,0,1,0,0
15452,0,1,1,1,1,1,0,0
15453,0,0,1,0,0,1,1,0
15463,1,1,1,0,1,1,1,1
15464,0,1,0,1,1,0,0,1
15465,0,1,0,0,0,1,0,1
15467,0,1,0,0,0,0,0,0
15468,1,1,0,1,1,0,0,1
15472,0,1,0,0,1,1,0,0
15473,1,1,0,0,0,1,0,0
15474,1,0,0,0,0,1,1,0
15475,0,0,0,0,0,0,0,1
15476,0,1,0,0,0,0,0,0
15480,0,0,0,0,1,1,0,0
15481,0,1,0,0,1,1,0,0
15486,1,0,0,0,0,0,0,0
15487,0,1,0,0,0,0,0,1
15489,1,1,0,0,0,0,0,1
15500,1,0,0,0,0,1,0,0
15501,0,1,0,0,0,0,0,0
15503,0,0,0,0,1,1,0,0
15504,0,1,0,0,0,0,0,0
15506,0,1,0,0,0,0,0,0
15507,1,1,0,0,0,1,0,0
15510,0,1,0,0,0,0,0,0
15513,1,1,0,0,0,0,0,0
15516,0,1,0,0,0,0,0,0
15517,0,0,0,0,0,1,0,0
15518,0,0,0,0,0,1,0,0
15519,0,1,0,0,0,0,0,0
15520,0,1,0,0,0,0,0,0
15522,0,0,0,1,0,0,0,1
15523,1,1,0,0,1,0,0,0
15527,1,0,0,1,1,0,0,0
15528,0,0,0,0,1,0,0,1
15529,0,1,1,0,1,1,0,0
15530,0,0,0,0,1,0,0,0
15532,1,0,0,0,0,0,0,1
15534,0,1,0,0,0,0,0,0
15535,0,1,0,0,0,0,0,1
15537,0,1,0,0,1,0,0,0
15538,1,1,0,0,1,1,1,0
15539,0,0,0,0,1,0,0,0
15540,0,1,0,0,0,0,0,0
15541,0,1,0,0,0,0,0,0
15545,0,1,0,1,0,0,0,0
15547,0,0,0,0,1,0,0,0
15549,0,0,0,0,1,1,0,0
15550,0,0,0,0,0,1,0,0
15553,0,1,0,0,0,0,0,1
15558,0,0,0,0,0,0,0,1
15559,0,0,0,0,1,0,0,0
15560,0,1,1,0,1,1,0,0
15561,1,0,0,0,0,0,0,1
15566,0,1,0,0,1,0,0,0
15569,0,1,0,0,0,0,0,0
15570,0,1,0,0,0,0,1,0
15571,0,0,0,0,0,1,0,1
15572,1,0,0,0,0,0,0,0
15573,1,0,0,0,0,0,0,0
15574,0,0,0,0,0,1,0,0
15575,1,1,1,0,1,1,1,1
15577,0,0,0,0,1,0,1,0
15578,0,0,0,0,1,0,0,0
15579,1,0,0,0,0,0,0,0
15580,1,1,1,1,1,1,1,1
15581,1,0,0,0,0,0,0,1
15582,1,0,0,1,0,0,0,1
15583,0,0,0,0,0,1,0,0
15584,0,0,0,0,0,0,0,1
15585,0,1,0,0,0,0,0,0
15589,0,1,0,1,0,0,0,0
15590,0,0,0,0,0,0,0,1
15594,0,0,0,0,1,0,0,1
15595,0,1,0,0,0,0,0,0
15596,0,0,0,0,0,1,0,0
15597,0,0,0,0,1,0,1,1
15604,0,0,0,0,1,0,0,0
15606,0,1,0,0,1,0,0,1
15607,0,0,0,0,0,1,0,0
15614,1,0,0,0,0,0,0,0
15617,0,0,0,0,1,0,0,1
15620,0,0,0,0,0,1,0,0
15624,0,0,0,0,1,0,0,0
15627,0,0,0,0,1,0,1,0
15628,0,0,0,1,0,0,0,1
15630,0,0,0,0,0,0,0,1
15632,0,1,0,0,0,0,0,0
15633,0,1,0,0,0,0,0,0
15634,1,1,0,0,0,0,1,0
15638,1,1,0,0,1,0,0,0
15640,1,1,0,1,1,0,0,1
15645,1,0,0,0,0,1,0,1
15646,0,1,0,0,0,0,0,0
15647,0,0,0,0,0,1,0,0
15648,1,1,1,1,1,0,1,1
15649,0,0,0,0,1,0,0,0
15653,1,1,0,0,0,1,0,0
15654,0,0,0,0,1,0,0,0
15655,1,0,0,0,1,0,0,1
15656,1,1,0,1,1,0,0,0
15657,0,0,0,0,1,0,1,1
15658,0,1,0,0,0,0,0,1
15661,0,1,1,0,1,0,1,0
15663,0,1,0,0,0,1,0,0
15665,0,1,0,0,1,0,1,0
15667,1,0,0,0,0,0,0,0
15668,1,0,0,0,0,1,0,0
15670,0,0,0,0,0,0,1,0
15676,0,1,0,0,1,0,0,0
15677,0,0,0,0,0,0,0,1
15686,0,0,0,0,0,0,1,0
15687,0,1,0,0,0,0,0,1
15690,0,0,0,0,1,1,0,0
15691,0,1,0,0,1,1,0,0
15695,1,1,0,0,0,0,0,1
15699,0,0,0,0,1,1,1,0
15701,1,0,0,0,0,0,0,1
15703,0,0,0,0,1,0,0,1
15704,0,0,0,0,1,0,0,0
15705,0,1,0,0,0,0,0,0
15707,1,1,0,0,0,0,0,1
15709,0,1,0,0,0,1,1,0
15710,0,1,0,0,0,0,0,0
15712,0,1,0,0,0,0,0,0
15713,0,0,0,0,1,0,0,0
15714,0,1,0,1,0,1,0,0
15716,1,1,0,0,1,1,0,0
15719,0,0,0,0,0,1,1,0
15721,0,1,0,0,0,0,0,1
15722,0,0,0,0,1,0,0,0
15723,0,0,0,0,1,0,0,0
15725,0,0,0,0,0,1,0,0
15726,1,0,0,1,0,0,0,1
15727,0,0,0,0,0,1,0,0
15731,0,0,0,0,0,1,0,0
15735,0,1,0,0,0,0,0,0
15741,0,1,0,0,0,0,0,0
15744,0,0,1,0,0,0,0,0
15748,0,1,0,0,1,0,0,0
15750,1,1,0,0,0,0,1,0
15753,0,1,0,0,0,0,0,0
15754,1,0,0,0,0,0,1,1
15755,0,0,0,0,0,1,1,1
15757,0,0,0,0,1,0,0,0
15761,1,0,1,0,1,0,0,1
15762,0,0,0,0,0,1,0,0
15765,1,1,0,0,0,1,0,0
15766,0,0,0,0,1,0,0,0
15767,0,0,0,0,0,0,1,0
15768,1,1,0,1,1,0,0,0
15771,0,0,0,0,1,0,1,0
15773,0,0,0,0,1,0,0,0
15774,0,0,0,0,1,0,0,0
15775,0,0,0,0,1,0,0,0
15776,0,0,0,0,1,0,0,0
15777,0,0,0,0,0,1,0,0
15779,0,1,0,0,1,0,0,0
15783,0,1,0,0,1,0,0,1
15785,1,0,0,1,1,1,1,1
15786,0,0,0,0,1,0,0,1
15787,0,0,1,0,0,1,1,0
15788,0,0,0,0,1,0,0,0
15789,0,0,0,0,0,1,0,0
15790,0,1,0,1,0,0,0,0
15791,1,0,0,0,0,1,1,0
15793,0,0,0,0,1,0,0,0
15794,0,1,1,0,1,0,0,0
15799,0,0,0,0,1,0,0,0
15801,0,1,0,0,0,1,0,0
15805,1,1,1,0,0,0,1,0
15807,0,1,0,0,0,0,0,0
15808,0,0,0,1,0,0,0,0
15810,0,0,0,0,0,0,0,1
15814,0,0,0,0,0,0,0,1
15815,1,1,0,0,0,0,0,0
15816,0,1,0,0,0,0,0,0
15818,0,0,0,0,0,0,0,1
15819,0,0,0,0,1,0,0,0
15820,0,1,0,0,0,0,0,1
15821,1,1,0,0,1,0,0,0
15822,0,0,0,0,0,1,0,0
15825,0,1,0,0,1,0,1,0
15826,0,0,0,0,0,1,0,0
15827,1,0,0,0,1,1,0,1
15828,0,0,0,0,0,0,0,1
15830,1,0,0,0,1,1,0,0
15831,0,0,0,0,1,0,0,0
15835,0,0,0,0,1,0,1,1
15837,1,0,0,0,0,0,0,0
15842,0,1,1,0,1,0,0,0
15843,0,0,0,0,0,0,0,1
15848,0,0,0,0,0,0,0,1
15849,0,1,0,0,0,0,0,0
15850,0,1,0,0,0,0,0,0
15852,0,0,0,0,0,1,1,0
15855,0,0,0,0,0,1,0,0
15856,0,0,1,0,0,0,0,0
15857,0,0,0,0,1,1,0,0
15859,0,0,0,0,1,0,0,0
15860,0,0,1,0,1,1,1,0
15861,0,0,0,0,0,1,1,0
15863,0,0,0,0,1,0,1,0
15864,1,0,0,0,0,0,0,1
15866,0,1,1,0,1,0,1,0
15874,0,1,0,0,0,0,0,0
15875,0,0,0,0,0,1,0,0
15880,0,0,0,0,0,1,1,0
15882,0,1,0,0,1,0,0,0
15884,1,0,0,0,0,1,0,0
15891,0,0,0,1,0,0,0,0
15893,0,1,0,0,0,1,0,1
15894,0,0,0,0,0,0,0,1
15896,0,0,0,0,0,1,1,0
15897,0,0,0,0,0,0,0,1
15900,0,1,0,0,1,0,0,0
15902,0,1,0,0,1,0,0,0
15903,0,0,1,0,0,1,0,0
15907,0,0,0,1,0,0,0,0
15910,0,0,0,0,1,0,0,1
15911,0,0,1,0,1,1,0,0
15914,1,1,0,0,1,0,0,0
15915,0,0,0,0,1,0,1,0
15916,0,0,0,0,0,0,0,1
15917,0,1,0,0,0,0,0,0
15926,0,0,0,0,0,1,0,0
15927,0,0,0,1,0,0,0,0
15928,0,0,1,0,0,0,0,0
15932,0,0,0,1,0,0,0,0
15933,0,1,0,0,0,1,1,0
15938,0,0,0,0,0,0,0,1
15939,1,0,0,0,0,0,0,0
15940,0,0,0,0,0,0,0,1
15941,0,0,0,0,0,1,0,0
15942,0,0,0,0,0,1,0,0
15943,0,0,0,0,1,1,0,0
15944,0,0,1,0,1,0,0,0
15945,0,0,0,1,0,0,0,1
15947,0,0,0,0,1,0,0,1
15948,0,0,0,0,0,0,0,1
15949,0,0,0,0,1,0,0,1
15950,0,1,0,0,0,0,0,0
15953,0,0,0,0,0,0,1,1
15954,0,0,0,0,0,0,0,1
15956,1,1,0,0,1,0,1,0
15963,1,0,0,0,0,1,1,0
15965,1,0,0,0,1,0,0,0
15966,0,1,0,0,0,0,1,0
15967,0,0,1,0,0,0,0,1
15968,1,1,0,0,0,1,0,0
15969,0,0,0,1,0,1,0,0
15970,0,1,0,0,0,1,1,0
15971,0,0,0,0,0,0,1,0
15973,0,1,0,0,0,1,0,0
15975,0,0,1,0,0,0,1,0
15977,0,1,1,0,0,1,1,0
15978,0,0,0,0,1,1,1,1
15979,1,0,0,0,0,0,0,0
15982,0,1,0,0,1,0,0,0
15984,0,0,0,0,0,1,1,0
15987,0,0,0,0,0,0,0,1
15989,1,1,0,0,0,0,0,0
15990,1,1,0,0,0,1,0,0
15991,0,0,0,0,0,0,0,1
15992,0,1,0,0,0,1,1,0
15993,0,0,1,0,1,0,1,0
15995,0,1,0,0,0,1,1,1
15996,0,0,0,0,0,0,1,0
15998,0,0,0,0,1,0,0,0
16000,1,1,0,0,0,0,0,1
16002,0,1,0,0,0,0,0,0
16005,1,0,0,0,0,0,0,0
16007,0,0,0,0,1,0,0,0
16010,0,0,0,1,1,1,0,0
16011,0,0,0,0,0,0,0,1
16012,0,0,0,0,1,0,0,0
16016,0,0,0,0,1,0,0,1
16018,0,0,0,0,0,1,1,0
16020,0,1,0,1,0,0,0,1
16021,1,1,0,0,0,1,0,1
16025,0,0,1,0,1,0,1,1
16027,0,0,0,1,0,0,0,1
16029,0,1,0,0,0,0,0,1
16032,1,1,0,0,0,0,0,0
16034,1,1,0,0,1,1,1,1
16039,0,0,0,0,0,1,0,0
16040,0,0,0,0,0,0,0,1
16041,0,1,0,0,1,0,0,1
16045,0,0,0,0,1,0,1,0
16047,0,0,0,0,0,1,1,1
16050,0,0,0,0,0,0,0,1
16052,0,0,0,0,0,1,0,0
16054,1,1,0,0,0,0,0,0
16055,0,1,0,0,0,1,0,1
16059,0,1,0,0,1,0,0,0
16060,0,1,0,0,0,0,0,0
16062,0,0,0,1,0,0,0,0
16066,0,1,0,0,0,0,1,0
16067,0,0,0,0,1,0,1,1
16071,0,0,0,0,0,1,0,0
16073,0,0,0,1,1,0,0,0
16074,0,0,0,0,0,0,0,1
16076,1,1,0,1,0,0,0,1
16077,1,1,0,0,0,1,0,0
16079,0,1,0,0,0,0,0,0
16080,0,0,0,0,0,0,0,1
16082,1,1,0,0,1,0,1,0
16085,1,0,0,0,0,0,0,0
16087,0,1,0,0,0,0,0,1
16088,0,1,0,0,0,0,1,0
16090,0,1,0,0,1,1,1,0
16091,1,0,0,0,0,1,1,0
16092,0,0,0,0,0,1,0,0
16093,1,0,0,0,1,1,0,0
16097,0,0,0,0,0,0,1,0
16108,0,1,0,0,0,1,0,0
16109,0,0,0,0,1,0,0,0
16113,1,1,0,1,0,1,0,1
16115,0,0,0,0,1,0,0,0
16117,0,1,0,0,0,0,0,0
16120,0,0,0,0,1,0,0,0
16125,0,0,1,0,0,0,0,0
16126,1,1,0,0,1,1,1,1
16128,0,0,0,1,0,0,0,0
16129,1,0,1,0,1,1,1,0
16132,0,0,0,1,0,0,0,0
16133,0,0,0,0,1,1,0,0
16134,0,1,0,0,1,0,0,0
16137,1,0,0,0,1,0,0,1
16139,1,1,0,0,0,1,0,0
16140,0,0,0,0,0,1,0,0
16141,0,1,0,0,0,0,0,1
16142,0,1,0,0,0,1,1,0
16143,0,1,1,0,0,0,0,1
16144,0,0,0,0,0,1,0,0
16146,1,0,1,0,0,1,1,0
16149,0,1,0,0,1,0,0,0
16150,1,0,0,0,0,0,0,0
16153,0,0,1,0,1,0,1,0
16154,0,1,0,1,1,0,1,0
16158,0,1,0,1,0,0,0,0
16159,0,0,0,1,0,0,0,0
16160,0,1,1,0,1,0,1,0
16162,1,0,0,0,1,1,1,0
16163,1,1,0,0,1,0,0,0
16164,1,0,1,0,0,1,0,1
16166,1,1,0,0,0,1,1,0
16167,1,1,0,1,0,0,0,1
16168,0,1,1,0,1,0,0,0
16171,0,0,0,0,1,0,0,0
16174,0,0,0,0,1,0,0,0
16175,1,0,0,0,0,1,0,0
16179,0,0,0,0,1,0,1,0
16180,0,0,0,0,1,1,0,0
16181,0,0,0,0,1,0,1,0
16182,1,0,0,0,0,0,0,0
16183,0,1,0,1,0,0,0,1
16189,1,0,0,0,0,0,0,0
16190,1,0,0,0,0,0,0,0
16191,0,0,0,0,0,0,0,1
16192,1,1,0,0,0,0,0,0
16193,0,1,0,0,1,0,0,0
16194,0,0,0,1,0,0,0,1
16196,1,1,0,0,0,0,0,1
16197,0,0,0,0,0,1,0,1
16198,0,0,1,0,0,0,0,1
16199,0,0,0,0,1,0,0,0
16202,1,0,0,0,1,0,0,1
16203,0,0,1,0,0,1,0,0
16206,0,1,0,0,1,0,0,0
16207,0,0,1,0,0,0,1,0
16209,0,0,0,0,0,0,1,0
16211,1,1,1,0,1,0,0,1
16212,0,0,0,0,0,1,0,0
16216,0,1,0,0,1,0,0,0
16220,0,1,0,0,0,0,0,0
16222,0,1,1,0,1,1,0,0
16227,0,0,0,0,0,1,0,1
16228,0,1,0,1,1,1,1,0
16229,1,0,0,0,0,0,1,1
16231,1,0,0,0,0,1,0,0
16233,1,1,0,0,1,0,1,0
16234,0,0,0,1,1,0,0,0
16236,0,1,0,0,1,0,0,0
16237,1,0,0,0,0,0,0,0
16239,1,0,0,0,0,0,0,1
16240,1,0,0,0,0,0,1,1
16241,0,0,0,0,1,0,0,1
16242,0,0,0,0,1,0,1,1
16243,0,0,0,0,1,0,1,0
16245,0,1,0,0,0,1,1,0
16246,0,1,0,0,1,0,0,0
16247,0,1,1,0,1,0,0,0
16248,1,0,0,0,0,0,0,0
16252,0,0,1,0,0,1,1,0
16254,0,0,1,0,1,0,1,0
16255,0,1,0,0,0,1,0,0
16256,0,0,0,1,0,0,0,0
16258,1,1,1,1,1,1,1,1
16259,0,0,0,0,0,1,0,0
16262,1,0,0,0,1,0,0,0
16263,0,0,0,0,1,1,1,0
16264,1,1,0,0,0,0,0,0
16265,0,0,0,0,0,1,1,1
16266,0,0,0,0,0,0,0,1
16269,0,0,0,0,1,0,1,0
16271,1,0,0,0,0,1,0,0
16272,0,0,0,0,1,0,0,0
16273,0,1,1,0,0,0,1,0
16274,1,0,0,0,0,0,0,1
16277,0,0,0,1,0,0,0,0
16278,0,0,0,0,1,0,0,0
16281,0,1,0,0,0,1,0,0
16283,0,0,0,0,0,1,1,0
16286,0,0,0,1,0,0,0,0
16289,0,0,0,0,1,0,0,0
16290,1,0,0,0,1,0,1,1
16292,0,1,0,0,1,0,0,1
16293,0,0,0,1,0,1,0,0
16297,0,0,0,0,0,0,0,1
16298,0,0,1,0,1,1,1,0
16301,1,1,0,1,1,1,0,1
16303,0,0,0,0,0,0,0,1
16304,0,0,0,0,0,0,1,1
16306,1,0,0,0,0,1,1,0
16307,0,0,0,0,1,1,1,0
16308,0,1,0,0,0,0,0,1
16310,0,0,0,0,1,0,0,1
16311,0,1,0,0,1,0,0,0
16314,0,1,1,0,1,0,1,0
16315,0,1,1,0,0,1,0,0
16317,0,1,0,0,1,0,1,0
16319,0,0,0,0,1,0,0,0
16322,0,1,0,0,1,0,1,0
16323,1,1,0,0,0,0,0,0
16324,0,0,0,1,0,0,0,0
16325,0,0,0,0,0,0,0,1
16327,0,0,1,0,1,0,0,0
16330,0,0,0,0,0,0,1,0
16332,0,1,0,1,0,0,0,0
16333,1,1,0,0,1,1,0,1
16336,1,1,0,0,1,0,0,0
16337,0,1,0,0,0,1,0,0
16339,0,1,0,0,0,0,0,0
16340,0,0,0,0,0,0,0,1
16341,0,0,0,0,0,1,1,1
16342,0,1,0,0,1,0,0,0
16343,1,0,0,0,0,0,0,1
16346,0,0,0,0,0,0,1,0
16349,1,1,0,0,0,1,1,0
16351,0,1,0,0,1,0,0,0
16352,0,1,0,0,0,0,0,0
16353,0,1,0,0,1,0,0,1
16355,0,0,0,0,0,1,0,0
16358,0,0,1,0,0,1,0,0
16359,0,0,0,0,1,0,0,0
16363,0,0,0,0,0,1,0,0
16367,0,0,0,0,1,0,0,0
16370,0,1,0,0,1,0,0,0
16374,0,1,0,0,0,0,1,0
16375,0,1,0,0,0,0,0,0
16377,1,1,0,0,0,0,0,0
16380,0,1,0,0,0,1,0,0
16382,0,1,0,0,0,1,0,0
16388,0,0,0,0,1,0,0,0
16389,0,1,0,0,0,0,0,0
16392,1,0,0,0,0,1,0,0
16394,0,0,0,0,0,0,0,1
16395,0,0,0,0,0,0,0,1
16397,0,0,0,1,1,0,0,0
16401,1,1,0,0,0,1,1,0
16402,0,0,0,0,1,0,0,1
16403,0,0,0,0,1,1,0,0
16404,0,0,0,0,1,0,0,0
16405,0,1,0,0,0,1,0,0
16406,0,0,0,0,0,1,1,0
16408,0,0,0,0,0,0,1,0
16409,1,1,0,0,0,0,0,0
16410,0,0,0,0,0,1,0,0
16411,0,0,1,0,0,0,1,0
16412,0,0,0,0,0,1,0,0
16413,0,0,0,0,0,0,0,1
16414,0,1,0,0,1,0,0,0
16415,0,0,0,0,1,0,1,0
16418,0,1,0,0,0,0,0,0
16419,1,0,0,0,0,1,0,0
16427,1,1,0,0,0,0,0,0
16428,1,1,0,0,1,0,0,0
16429,1,1,0,0,0,1,1,1
16430,0,0,0,0,1,0,0,0
16431,1,0,0,0,0,0,0,0
16433,0,1,0,0,0,0,0,0
16435,0,0,0,1,0,0,0,0
16436,0,1,0,0,1,0,0,0
16437,0,1,0,0,0,0,0,0
16439,0,1,0,0,1,0,0,0
16440,0,1,0,0,0,1,1,0
16443,0,1,0,0,0,1,0,0
16444,0,0,0,0,0,1,0,0
16445,0,0,0,0,0,0,0,1
16446,0,0,0,0,1,0,1,0
16447,0,1,0,0,0,0,0,1
16449,1,0,0,1,0,1,0,0
16450,0,0,0,0,0,0,0,1
16451,0,0,0,0,1,0,0,0
16452,0,0,0,0,1,1,0,1
16455,1,0,0,0,1,0,0,0
16456,1,1,0,0,1,1,1,0
16458,0,1,1,1,0,1,0,1
16459,0,1,0,0,0,1,1,0
16460,0,1,0,1,0,0,0,0
16461,0,1,0,0,0,1,0,0
16465,0,0,0,0,1,0,1,0
16467,0,0,0,0,0,0,0,1
16468,0,0,0,0,0,1,0,0
16470,0,1,0,0,1,0,0,0
16472,0,0,1,0,0,0,1,0
16476,1,0,0,0,1,1,0,0
16478,0,0,0,0,1,0,0,0
16480,0,0,0,0,1,0,1,1
16486,1,0,0,0,0,0,0,0
16487,1,0,0,0,1,0,0,0
16489,1,0,0,0,0,0,0,0
16490,1,1,0,0,0,0,1,0
16491,0,0,0,0,1,0,0,0
16492,0,0,0,1,0,0,0,1
16493,1,0,0,0,0,1,0,0
16494,1,1,0,0,0,0,0,0
16495,0,1,0,0,0,0,0,0
16496,0,0,0,0,0,0,0,1
16497,1,0,0,0,0,0,0,0
16498,1,0,0,0,0,1,0,1
16499,0,0,0,0,0,1,0,0
16500,0,0,0,0,0,1,0,0
16503,0,0,0,0,1,0,0,0
16504,0,0,1,0,1,0,1,0
16507,0,0,1,0,1,0,1,0
16512,0,1,0,0,0,1,0,0
16516,0,0,0,0,0,1,0,0
16518,0,1,0,0,0,0,0,1
16519,0,0,0,0,0,1,1,0
16520,0,1,0,0,0,1,0,0
16526,1,1,0,0,0,0,0,1
16527,0,0,0,0,0,1,0,0
16529,0,0,0,0,0,0,0,1
16530,0,0,0,0,0,1,0,0
16531,0,0,0,0,0,0,1,1
16534,0,0,1,0,1,0,0,1
16535,0,0,0,0,0,1,0,0
16536,0,0,0,1,0,0,0,1
16547,0,1,0,1,0,0,0,1
16550,0,0,0,0,1,0,0,0
16552,1,1,0,0,0,1,1,0
16553,0,0,0,0,0,1,0,0
16554,0,0,0,0,0,0,1,0
16556,1,1,0,0,0,1,0,0
16559,0,0,1,0,0,0,0,0
16561,0,0,0,0,1,0,0,0
16562,0,0,0,0,0,1,1,0
16566,0,1,0,0,1,0,0,0
16568,0,1,0,1,0,0,0,1
16569,0,0,1,0,0,0,0,0
16571,0,0,0,0,1,0,0,1
16577,0,1,0,0,0,0,0,0
16582,1,1,0,0,0,0,0,1
